ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species	Kingdom (BS)	Phylum (BS)	Class (BS)	Order (BS)	Family (BS)	Genus (BS)	Species (BS)
Seq_204	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	NA	100	100	100	98	98	98	98
Seq_205	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA	100	100	100	98	98	98	98
Seq_206	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA	NA	100	100	100	100	100	70	70
Seq_207	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	NA	100	100	100	100	100	100	100
Seq_208	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Afipia	NA	100	100	100	100	100	53	53
Seq_209	Bacteria	Proteobacteria	Gammaproteobacteria	WD260	NA	NA	NA	100	100	100	100	100	100	100
Seq_210	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	100	100	100	97	90	81	29
Seq_211	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_212	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	NA	100	100	100	100	100	98	98
Seq_213	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	NA	100	100	100	100	100	100	100
Seq_214	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA	NA	100	94	94	94	92	54	54
Seq_215	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA	100	100	100	95	95	95	95
Seq_216	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	99	99	99	99
Seq_217	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	NA	100	100	99	90	90	90	90
Seq_218	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA	NA	100	100	100	100	100	100	100
Seq_219	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	celatum	100	100	100	100	100	100	70
Seq_220	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_221	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA	100	100	100	100	100	79	79
Seq_222	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA	NA	100	100	100	100	100	100	100
Seq_223	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	xylanexedens	100	100	100	100	100	100	100
Seq_224	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus	NA	100	100	100	100	99	99	98
Seq_225	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Turicella	NA	100	100	100	100	100	100	100
Seq_226	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	NA	NA	100	100	100	100	99	99	99
Seq_227	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	NA	NA	100	100	100	100	100	100	100
Seq_228	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	NA	100	100	100	100	100	100	100
Seq_229	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	NA	100	100	100	100	100	100	100
Seq_230	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	NA	100	100	100	100	99	99	99
Seq_231	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA	100	100	100	100	100	100	100
Seq_232	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	NA	100	100	100	100	100	100	100
Seq_233	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Telmatospirillum	NA	100	100	100	100	100	82	80
Seq_234	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Occallatibacter	NA	100	100	100	100	100	91	91
Seq_235	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Risungbinella	NA	100	99	98	77	77	58	58
Seq_236	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus	NA	100	100	100	100	99	96	96
Seq_237	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA	100	100	100	100	100	100	44
Seq_238	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	NA	100	100	100	100	100	74	74
Seq_239	Bacteria	RCP2-54	NA	NA	NA	NA	NA	100	100	100	100	100	100	100
Seq_240	Bacteria	WPS-2	NA	NA	NA	NA	NA	100	100	100	100	100	100	100
Seq_241	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	NA	100	100	100	98	98	98	98
Seq_242	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA	100	100	100	100	100	100	100
Seq_243	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA	NA	100	100	99	99	92	57	57
Seq_244	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA	100	100	100	100	100	49	49
Seq_245	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA	100	100	100	99	99	81	81
Seq_246	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA	100	100	100	68	68	68	68
Seq_247	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA	100	100	100	100	100	100	100
Seq_248	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA	100	100	100	90	90	90	90
Seq_249	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA	100	100	100	100	100	100	100
Seq_250	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisoma	NA	100	100	100	100	100	86	86
Seq_251	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	NA	100	100	100	91	85	85	85
Seq_252	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA	100	100	100	99	99	99	99
Seq_253	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella	NA	100	100	100	100	98	98	97
Seq_254	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA	100	100	100	95	95	95	95
Seq_255	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA	NA	100	100	100	100	100	100	100
Seq_256	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	NA	100	100	100	100	100	100	100
Seq_257	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodopila	NA	100	100	100	100	100	100	100
Seq_258	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	NA	100	100	100	100	58	58	58
Seq_259	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_260	Bacteria	FCPU426	NA	NA	NA	NA	NA	100	90	90	90	90	90	90
Seq_261	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	99	99	98	98	98	98
Seq_262	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	NA	100	100	100	100	100	100	100
Seq_263	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	NA	100	100	100	98	94	94	94
Seq_264	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	NA	100	100	100	100	100	100	100
Seq_265	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Occallatibacter	NA	100	100	100	100	100	84	84
Seq_266	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	NA	NA	100	99	99	99	99	71	71
Seq_267	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	NA	100	100	100	99	99	99	99
Seq_268	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA	100	100	100	99	99	99	99
Seq_269	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	NA	100	100	100	99	99	99	99
Seq_270	Bacteria	WPS-2	NA	NA	NA	NA	NA	100	98	98	98	98	98	98
Seq_271	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	NA	100	100	100	100	100	100	100
Seq_272	Bacteria	RCP2-54	NA	NA	NA	NA	NA	100	97	97	97	97	97	97
Seq_273	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	NA	100	100	100	99	99	99	99
Seq_274	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	NA	100	100	100	100	99	99	99
Seq_275	Bacteria	RCP2-54	NA	NA	NA	NA	NA	100	100	100	100	100	100	100
Seq_276	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA	100	100	100	100	100	59	59
Seq_277	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	NA	100	100	100	100	100	100	100
Seq_278	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_279	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA	100	100	100	100	100	100	100
Seq_280	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	NA	100	100	100	100	100	100	100
Seq_281	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA	100	100	98	98	98	98	98
Seq_282	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	NA	100	100	100	70	70	70	70
Seq_283	Bacteria	RCP2-54	NA	NA	NA	NA	NA	100	100	100	100	100	100	100
Seq_284	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	NA	100	100	100	100	100	88	88
Seq_285	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Alkanibacter	NA	100	100	100	100	100	95	95
Seq_286	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA	NA	100	100	100	100	100	100	100
Seq_287	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	NA	100	100	100	100	100	100	99
Seq_288	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA	100	100	100	100	100	100	100
Seq_289	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	NA	100	100	100	100	100	100	100
Seq_290	Bacteria	Chloroflexi	AD3	NA	NA	NA	NA	100	98	97	97	97	97	97
Seq_291	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA	NA	100	100	100	100	100	92	92
Seq_292	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA	100	100	100	99	99	99	99
Seq_293	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodopila	NA	100	100	100	100	100	97	97
Seq_294	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir3 lineage	NA	100	100	100	100	100	63	63
Seq_295	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	arcticus	100	100	100	100	100	100	82
Seq_296	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	NA	NA	100	100	100	100	99	99	99
Seq_297	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	NA	100	100	100	98	98	98	98
Seq_298	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	NA	100	100	100	98	98	94	94
Seq_299	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	NA	100	100	100	100	100	94	94
Seq_300	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	NA	100	100	100	100	100	100	100
Seq_301	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	100	100	100	100	100	89	89
Seq_302	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	100	100	100	100	100	99	99
Seq_303	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	NA	NA	100	100	100	100	100	59	59
Seq_304	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Occallatibacter	NA	100	100	100	100	100	99	99
Seq_305	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	NA	100	100	100	100	100	100	100
Seq_306	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	NA	100	100	100	100	100	100	100
Seq_307	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA	100	100	100	100	100	100	100
Seq_308	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	NA	100	100	100	100	99	39	39
Seq_309	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	NA	100	100	100	99	96	90	86
Seq_310	Bacteria	RCP2-54	NA	NA	NA	NA	NA	100	100	100	100	100	100	100
Seq_311	Bacteria	WPS-2	NA	NA	NA	NA	NA	100	100	100	100	100	100	100
Seq_312	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA	100	100	100	100	100	100	100
Seq_313	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA	100	100	100	99	99	99	99
Seq_314	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	NA	NA	NA	100	99	98	98	98	98	98
Seq_315	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_316	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	NA	100	100	100	98	98	98	98
Seq_317	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA	100	100	100	100	97	56	56
Seq_318	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA	100	100	100	100	96	96	96
Seq_319	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	NA	100	100	100	100	100	100	100
Seq_320	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera	NA	100	100	100	100	100	57	53
Seq_321	Bacteria	WPS-2	NA	NA	NA	NA	NA	100	100	100	100	100	100	100
Seq_322	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	CWT CU03-E12	NA	NA	100	100	100	100	100	100	100
Seq_323	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA	100	100	100	100	100	57	57
Seq_324	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA	NA	100	100	100	99	99	96	96
Seq_325	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges	NA	100	100	100	100	100	100	99
Seq_326	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA	100	100	100	99	99	99	99
Seq_327	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	100	100	100	100	100	100	100
Seq_328	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Nevskia	NA	100	100	100	100	100	100	84
Seq_329	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	NA	100	100	100	100	100	94	93
Seq_330	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidicaldus	NA	100	100	100	100	100	85	85
Seq_331	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA	100	100	100	100	100	100	100
Seq_332	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA	NA	100	100	100	100	100	96	96
Seq_333	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	NA	100	100	100	100	99	70	68
Seq_334	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Occallatibacter	NA	100	100	100	100	100	99	99
Seq_335	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	99	99	99	99	99	99
Seq_336	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA	NA	100	100	100	100	100	99	99
Seq_337	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	oralis	100	100	100	100	100	100	53
Seq_338	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA	100	100	100	100	100	100	100
Seq_339	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	NA	100	100	100	100	100	100	100
Seq_340	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	CWT CU03-E12	NA	NA	100	100	100	100	100	100	100
Seq_341	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_342	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	100	100	100	100	100	86	86
Seq_343	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	NA	100	100	100	100	100	100	100
Seq_344	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	NA	100	100	100	100	100	96	96
Seq_345	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_346	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_347	Bacteria	Proteobacteria	Gammaproteobacteria	JG36-TzT-191	NA	NA	NA	100	100	100	99	99	99	99
Seq_348	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA	100	98	90	38	38	38	38
Seq_349	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA	NA	100	100	100	100	100	100	100
Seq_350	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	coyleae	100	100	100	100	100	100	54
Seq_351	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	90	90
Seq_352	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA	100	100	100	88	88	88	88
Seq_353	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA	NA	100	100	100	100	70	38	38
Seq_354	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA	NA	100	100	100	100	100	100	100
Seq_355	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	NA	100	100	100	100	90	83	83
Seq_356	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	NA	100	100	100	99	99	99	99
Seq_357	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	NA	100	100	100	100	100	98	98
Seq_358	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	NA	100	99	99	97	97	97	94
Seq_359	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA	100	100	100	91	91	91	91
Seq_360	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	NA	100	100	99	98	98	98	98
Seq_361	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA	100	100	100	100	100	100	49
Seq_362	Bacteria	WPS-2	NA	NA	NA	NA	NA	100	94	94	94	94	94	94
Seq_363	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	NA	NA	100	100	100	100	100	96	96
Seq_364	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_365	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	NA	100	100	100	100	100	100	100
Seq_366	Bacteria	RCP2-54	NA	NA	NA	NA	NA	100	100	100	100	100	100	100
Seq_367	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	100	100	100	100	100	100	100
Seq_368	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA	100	100	100	99	99	99	99
Seq_369	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	NA	100	100	100	100	83	67	67
Seq_370	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	NA	NA	100	100	100	100	89	89	89
Seq_371	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA	NA	100	100	100	100	100	100	100
Seq_372	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA	100	100	100	99	99	99	99
Seq_373	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	CWT CU03-E12	NA	NA	100	100	100	100	100	100	100
Seq_374	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	NA	100	100	100	100	100	71	71
Seq_375	Bacteria	WPS-2	NA	NA	NA	NA	NA	100	97	97	97	97	97	97
Seq_376	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	NA	100	100	100	100	100	100	100
Seq_377	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	NA	100	100	100	100	100	100	100
Seq_378	Bacteria	Actinobacteriota	Actinobacteria	Catenulisporales	Actinospicaceae	Actinospica	NA	100	100	100	97	97	97	97
Seq_379	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	NA	100	100	100	96	96	96	96
Seq_380	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	100	100	100	100	100	84	84
Seq_381	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA	NA	100	100	100	100	100	93	93
Seq_382	Bacteria	Proteobacteria	Gammaproteobacteria	JG36-TzT-191	NA	NA	NA	100	100	100	52	52	52	52
Seq_383	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	NA	100	100	100	97	97	97	97
Seq_384	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	NA	100	100	100	100	100	100	100
Seq_385	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	NA	100	100	100	100	100	76	72
Seq_386	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	NA	100	100	100	100	100	100	100
Seq_387	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	NA	100	100	100	100	100	100	100
Seq_388	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	chlororaphis	100	100	100	100	100	100	80
Seq_389	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera	NA	100	100	100	100	100	59	59
Seq_390	Bacteria	WPS-2	NA	NA	NA	NA	NA	100	99	99	99	99	99	99
Seq_391	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	NA	100	100	100	100	100	100	100
Seq_392	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	alginolyticus	100	100	100	100	100	100	61
Seq_393	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_394	Bacteria	RCP2-54	NA	NA	NA	NA	NA	100	99	99	99	99	99	99
Seq_395	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	NA	100	100	100	98	98	98	98
Seq_396	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidipila	NA	100	100	100	100	100	98	98
Seq_397	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Sporocytophaga	NA	100	100	100	100	87	87	87
Seq_398	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	99	99
Seq_399	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA	100	100	100	100	100	88	88
Seq_400	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Occallatibacter	NA	100	100	100	100	100	90	90
Seq_401	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA	NA	100	100	100	100	100	100	100
Seq_402	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	NA	100	100	100	100	100	58	49
Seq_403	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	KD3-93	NA	NA	100	100	100	98	62	62	62
Seq_404	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA	100	100	100	95	95	95	95
